Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
LEE,"Lee Enterprises, Incorporated",1.84,$106.39M,,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/lee,
LGC,Legacy Acquisition Corp.,10.25,$377.25M,2017.0,Finance,Business Services,https://old.nasdaq.com/symbol/lgc,
LEG,"Leggett & Platt, Incorporated",53.57,$7.05B,,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/leg,
JBK,Lehman ABS Corporation,28.5001,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jbk,
KTH,Lehman ABS Corporation,32.1738,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/kth,
KTN,Lehman ABS Corporation,32.43,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/ktn,
LDOS,"Leidos Holdings, Inc.",91.39,$12.94B,,Technology,EDP Services,https://old.nasdaq.com/symbol/ldos,
LEJU,Leju Holdings Limited,1.79,$243.02M,2014.0,Finance,Real Estate,https://old.nasdaq.com/symbol/leju,
LC,LendingClub Corporation,13.32,$1.17B,2014.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/lc,
LEN,Lennar Corporation,60.04,$19.07B,,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/len,
LII,"Lennox International, Inc.",253.03,$9.75B,1999.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lii,
LEVI,Levi Strauss & Co,17.06,$6.7B,2019.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/levi,
LXP,Lexington Realty Trust,10.93,$2.71B,,,,https://old.nasdaq.com/symbol/lxp,
LPL,"LG Display Co., Ltd.",6.14,$4.39B,2004.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lpl,
USA,Liberty All-Star Equity Fund,6.52,$1.33B,1986.0,,,https://old.nasdaq.com/symbol/usa,
ASG,"Liberty All-Star Growth Fund, Inc.",6.02,$226.03M,,,,https://old.nasdaq.com/symbol/asg,
LBRT,Liberty Oilfield Services Inc.,8.29,$932.83M,2018.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/lbrt,
LSI,"Life Storage, Inc.",109.8,$5.12B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/lsi,
LITB,"LightInTheBox Holding Co., Ltd.",0.8637,$58.06M,2013.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/litb,
LNC,Lincoln National Corporation,58.03,$11.51B,,Finance,Life Insurance,https://old.nasdaq.com/symbol/lnc,
LIN,Linde plc,209.11,$112.33B,2018.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lin,
LNN,Lindsay Corporation,87.97,$948.87M,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lnn,
LN,LINE Corporation,47.1,$11.28B,2016.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ln,
LINX,Linx S.A.,7.08,$1.28B,2019.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/linx,
LAD,"Lithia Motors, Inc.",162.52,$3.78B,,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/lad,
LAC,Lithium Americas Corp.,2.9099,$259.73M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/lac,
LYV,"Live Nation Entertainment, Inc.",66.88,$14.29B,,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/lyv,
LTHM,Livent Corporation,7.83,$1.14B,2018.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lthm,
RAMP,"LiveRamp Holdings, Inc.",46.99,$3.18B,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/ramp,
LYG,Lloyds Banking Group Plc,3.06,$53.58B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/lyg,
SCD,LMP Capital and Income Fund Inc.,14.48,$260.4M,2004.0,,,https://old.nasdaq.com/symbol/scd,
LMT,Lockheed Martin Corporation,392.76,$110.79B,,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/lmt,
L,Loews Corporation,50.27,$14.95B,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/l,
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,6.21,$740.23M,2017.0,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/loma,
LPX,Louisiana-Pacific Corporation,29.09,$3.42B,,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/lpx,
LOW,"Lowe&#39;s Companies, Inc.",115.02,$88.77B,,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/low,
LXU,Lsb Industries Inc.,3.68,$105.92M,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lxu,
LTC,"LTC Properties, Inc.",47.16,$1.87B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ltc,
LUB,"Luby&#39;s, Inc.",2.15,$65.53M,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/lub,
LL,"Lumber Liquidators Holdings, Inc",9.05,$259.82M,2007.0,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/ll,
LXFR,Luxfer Holdings PLC,17.43,$477.78M,2012.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lxfr,
LDL,"Lydall, Inc.",18.94,$331.88M,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ldl,
LYB,LyondellBasell Industries NV,94.92,$31.65B,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lyb,
MTB,M&T Bank Corporation,162.97,$21.51B,,Finance,Major Banks,https://old.nasdaq.com/symbol/mtb,
MDC,"M.D.C. Holdings, Inc.",39.67,$2.48B,,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mdc,
MHO,"M/I Homes, Inc.",43.76,$1.23B,1993.0,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mho,
MAC,Macerich Company (The),27.96,$3.95B,1994.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mac,
CLI,Mack-Cali Realty Corporation,21.52,$1.95B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cli,
MFD,Macquarie First Trust Global,10.55,$90.18M,2004.0,,,https://old.nasdaq.com/symbol/mfd,
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,23.99,$299.11M,2005.0,,,https://old.nasdaq.com/symbol/mgu,
MIC,Macquarie Infrastructure Corporation ,41.6,$3.6B,2004.0,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/mic,
BMA,Macro Bank Inc.,22.6,$1.45B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bma,
M,Macy&#39;s Inc,16.88,$5.21B,,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/m,
MCN,Madison Covered Call & Equity Strategy Fund,6.55,$137.2M,2004.0,,,https://old.nasdaq.com/symbol/mcn,
MMP,Magellan Midstream Partners L.P.,59.94,$13.69B,,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/mmp,
MGA,"Magna International, Inc.",55.62,$17.01B,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mga,
MX,MagnaChip Semiconductor Corporation,12.4,$426.82M,2011.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/mx,
MGY,Magnolia Oil & Gas Corporation,11.47,$2.98B,2017.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mgy,
MHLA,"Maiden Holdings, Ltd.",18.31,,2016.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhla,
MHNC,"Maiden Holdings, Ltd.",21.86,,2013.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhnc,
MAIN,Main Street Capital Corporation,42.87,$2.72B,2007.0,,,https://old.nasdaq.com/symbol/main,
MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,20.64,$569.53M,2012.0,,,https://old.nasdaq.com/symbol/mmd,
MANU,Manchester United Ltd.,16.3,$2.68B,2012.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/manu,
MTW,"Manitowoc Company, Inc. (The)",15.28,$540.13M,,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/mtw,
MN,"Manning & Napier, Inc.",1.66,$25.93M,2011.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mn,
MAN,ManpowerGroup,92.89,$5.48B,,Technology,Professional Services,https://old.nasdaq.com/symbol/man,
MFC,Manulife Financial Corp,19.64,$38.28B,,Finance,Life Insurance,https://old.nasdaq.com/symbol/mfc,
MRO,Marathon Oil Corporation,11.78,$9.42B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mro,
MPC,Marathon Petroleum Corporation,64.54,$41.91B,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/mpc,
MMI,"Marcus & Millichap, Inc.",35.76,$1.4B,2013.0,Finance,Real Estate,https://old.nasdaq.com/symbol/mmi,
MCS,Marcus Corporation (The),33.45,$1.03B,,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/mcs,
MPX,Marine Products Corporation,15.02,$510.09M,,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mpx,
HZO,"MarineMax, Inc.",16.67,$360.95M,1998.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/hzo,
MKL,Markel Corporation,1125.89,$15.55B,1986.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mkl,
VAC,Marriott Vacations Worldwide Corporation,121.58,$5.29B,,Finance,Real Estate,https://old.nasdaq.com/symbol/vac,
MMC,"Marsh & McLennan Companies, Inc.",106.24,$53.62B,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/mmc,
MLM,"Martin Marietta Materials, Inc.",260.7,$16.29B,1994.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/mlm,
MAS,Masco Corporation,45.71,$13.08B,,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/mas,
DOOR,Masonite International Corporation,69.19,$1.72B,,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/door,
MTZ,"MasTec, Inc.",72.41,$5.53B,,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/mtz,
MA,Mastercard Incorporated,280.86,$283.35B,2006.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ma,
MTDR,Matador Resources Company,14.29,$1.67B,2012.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mtdr,
MTRN,Materion Corporation,58.42,$1.19B,,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/mtrn,
MATX,"Matson, Inc.",37.22,$1.6B,,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/matx,
MLP,"Maui Land & Pineapple Company, Inc.",10.43,$201.38M,,Finance,Real Estate,https://old.nasdaq.com/symbol/mlp,
MAXR,Maxar Technologies Inc.,12.11,$721.88M,,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/maxr,
MMS,"Maximus, Inc.",77.53,$4.95B,1997.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mms,
MXL,"MaxLinear, Inc",19.84,$1.42B,2010.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/mxl,
MEC,"Mayville Engineering Company, Inc.",9.1,$179.64M,2019.0,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/mec,
MBI,"MBIA, Inc.",9.67,$774.1M,1987.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mbi,
MKC,"McCormick & Company, Incorporated",165.47,$21.99B,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mkc,
MCD,McDonald&#39;s Corporation,194.28,$146.31B,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/mcd,
MUX,McEwen Mining Inc.,1.52,$550.94M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mux,
MCK,McKesson Corporation,149.59,$26.95B,,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/mck,
MDU,"MDU Resources Group, Inc.",29.1,$5.83B,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/mdu,
MTL,Mechel PAO,1.88,$469.55M,2004.0,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/mtl,
MDLA,"Medallia, Inc.",30.8,$3.93B,2019.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/mdla,
MPW,"Medical Properties Trust, Inc.",20.55,$10.63B,2005.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mpw,
MED,MEDIFAST INC,81.04,$941.31M,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/med,
MCC,Medley Capital Corporation,1.93,$105.14M,2011.0,,,https://old.nasdaq.com/symbol/mcc,
MCV,Medley Capital Corporation,23.6797,,,,,https://old.nasdaq.com/symbol/mcv,
MCX,Medley Capital Corporation,24.75,,2015.0,,,https://old.nasdaq.com/symbol/mcx,
MDLQ,Medley LLC,16.51,,2017.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdlq,
MDLX,Medley LLC,16.21,,2016.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdlx,
MDLY,Medley Management Inc.,2.81,$90.51M,2014.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdly,
MD,"Mednax, Inc",26.12,$2.2B,,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/md,
MDT,Medtronic plc,111.25,$2.27B,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/mdt,
MFAC,Megalith Financial Acquisition Corp.,10.22,$216.27M,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/mfac,
MRK,"Merck & Company, Inc.",84.13,$214.19B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrk,
MCY,Mercury General Corporation,49.33,$2.73B,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mcy,
MDP,Meredith Corporation,35.11,$1.59B,,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/mdp,
MTH,Meritage Corporation,71.84,$2.75B,,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mth,
MTOR,"Meritor, Inc.",24.67,$2.04B,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mtor,
MTR,Mesa Royalty Trust,6.83,$12.73M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mtr,
MSB,Mesabi Trust,22.35,$293.23M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/msb,
MEI,"Methode Electronics, Inc.",36.66,$1.36B,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/mei,
MET,"MetLife, Inc.",49.12,$45.17B,2000.0,Finance,Life Insurance,https://old.nasdaq.com/symbol/met,
MCB,Metropolitan Bank Holding Corp.,45.35,$377.31M,2017.0,Finance,Major Banks,https://old.nasdaq.com/symbol/mcb,
MTD,"Mettler-Toledo International, Inc.",718.21,$17.49B,1997.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/mtd,
MXE,"Mexico Equity and Income Fund, Inc. (The)",10.75,$55.59M,,,,https://old.nasdaq.com/symbol/mxe,
MXF,"Mexico Fund, Inc. (The)",13.39,$200.92M,,,,https://old.nasdaq.com/symbol/mxf,
MFA,"MFA Financial, Inc.",7.69,$3.47B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mfa,
MFO,"MFA Financial, Inc.",26.05,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mfo,
MCR,MFS Charter Income Trust,8.29,$373.98M,1989.0,,,https://old.nasdaq.com/symbol/mcr,
MGF,MFS Government Markets Income Trust,4.54,$148.01M,1987.0,,,https://old.nasdaq.com/symbol/mgf,
MIN,MFS Intermediate Income Trust,3.76,$439.56M,1988.0,,,https://old.nasdaq.com/symbol/min,
MMT,MFS Multimarket Income Trust,6.03,$387.41M,1987.0,,,https://old.nasdaq.com/symbol/mmt,
MFM,MFS Municipal Income Trust,7.06,$290.78M,1986.0,,,https://old.nasdaq.com/symbol/mfm,
MFV,MFS Special Value Trust,6.24,$44.82M,,,,https://old.nasdaq.com/symbol/mfv,
MTG,MGIC Investment Corporation,14.05,$4.9B,1991.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mtg,
MGP,MGM Growth Properties LLC,32.86,$9.71B,2016.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mgp,
MGM,MGM Resorts International,31.53,$16.24B,,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mgm,
MFGP,Micro Focus Intl PLC,13.55,$4.52B,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mfgp,
MAA,"Mid-America Apartment Communities, Inc.",137.67,$15.7B,1994.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/maa,
AMPY,"MIDSTATES PETROLEUM COMPANY, INC.",6.09,$240.13M,2016.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ampy,
MLR,"Miller Industries, Inc.",36.24,$413.14M,,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/mlr,
HIE,Miller/Howard High Income Equity Fund,12.19,$213.45M,2014.0,,,https://old.nasdaq.com/symbol/hie,
MTX,Minerals Technologies Inc.,53.73,$1.87B,1992.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/mtx,
MG,Mistras Group Inc,13.1,$378.79M,2009.0,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/mg,
MUFG,Mitsubishi UFJ Financial Group Inc,5.34,$69.01B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/mufg,
MIXT,MiX Telematics Limited,12.47,$274.91M,2013.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mixt,
MFG,"Mizuho Financial Group, Inc.",3.15,$39.94B,,Finance,Major Banks,https://old.nasdaq.com/symbol/mfg,
MBT,Mobile TeleSystems OJSC,9.35,$8.37B,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/mbt,
MODN,"Model N, Inc.",31.33,$1.02B,2013.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/modn,
MOD,Modine Manufacturing Company,7.21,$366.24M,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mod,
MC,Moelis & Company,33.5,$1.65B,2014.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mc,
MOGU,MOGU Inc.,2.025,$216.64M,2018.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mogu,
MHK,"Mohawk Industries, Inc.",141.84,$10.16B,,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/mhk,
MOH,Molina Healthcare Inc,134.48,$8.43B,2003.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/moh,
TAP,Molson Coors Brewing  Company,51.96,$11.24B,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/tap,
MNR,Monmouth Real Estate Investment Corporation,14.67,$1.4B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mnr,
MR,Montage Resources Corporation,5.23,$187M,2014.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mr,
MCO,Moody&#39;s Corporation,221.38,$41.8B,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mco,
MS,Morgan Stanley,49.03,$79.36B,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ms,
CAF,Morgan Stanley China A Share Fund Inc.,21.48,$470.01M,2006.0,,,https://old.nasdaq.com/symbol/caf,
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",9.41,$191.84M,1993.0,,,https://old.nasdaq.com/symbol/msd,
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",6.83,$451.74M,2007.0,,,https://old.nasdaq.com/symbol/edd,
IIF,"Morgan Stanley India Investment Fund, Inc.",19.32,$262.71M,1994.0,,,https://old.nasdaq.com/symbol/iif,
MOS,Mosaic Company (The),18.95,$7.18B,,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/mos,
MSI,"Motorola Solutions, Inc.",162.96,$27.92B,,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/msi,
MOV,Movado Group Inc.,24.14,$555.21M,,Consumer Non-Durables,Consumer Specialties,https://old.nasdaq.com/symbol/mov,
MPLX,MPLX LP,23.09,$24.44B,2012.0,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/mplx,
MRC,MRC Global Inc.,13.92,$1.14B,2012.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mrc,
MSA,MSA Safety Incorporporated,123.79,$4.8B,,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/msa,
MSM,"MSC Industrial Direct Company, Inc.",73.93,$4.08B,1995.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/msm,
MSCI,MSCI Inc,252.59,$21.4B,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/msci,
MSGN,MSG Networks Inc.,18.49,$1.11B,,Consumer Services,Television Services,https://old.nasdaq.com/symbol/msgn,
MLI,"Mueller Industries, Inc.",31.05,$1.77B,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/mli,
MWA,Mueller Water Products Inc,10.97,$1.73B,2006.0,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/mwa,
MVF,"MuniVest Fund, Inc.",9.0,$583.53M,,,,https://old.nasdaq.com/symbol/mvf,
MZA,"MuniYield Arizona Fund, Inc.",13.914000000000001,$64.51M,1993.0,,,https://old.nasdaq.com/symbol/mza,
MUR,Murphy Oil Corporation,23.73,$3.63B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mur,
MUSA,Murphy USA Inc.,120.84,$3.89B,2013.0,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/musa,
MVO,MV Oil Trust,5.3,$60.95M,2007.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mvo,
MVC,"MVC Capital, Inc.",9.07,$160.77M,,,,https://old.nasdaq.com/symbol/mvc,
MVCD,"MVC Capital, Inc.",25.44,,2017.0,,,https://old.nasdaq.com/symbol/mvcd,
MYE,"Myers Industries, Inc.",15.9,$564.77M,,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/mye,
MYOV,Myovant Sciences Ltd.,6.06,$543.12M,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/myov,
NBR,Nabors Industries Ltd.,1.92,$697.76M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/nbr,
NC,"NACCO Industries, Inc.",47.95,$335.38M,,Consumer Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/nc,
NTP,Nam Tai Property Inc.,8.48,$325.99M,,Finance,Real Estate,https://old.nasdaq.com/symbol/ntp,
NBHC,National Bank Holdings Corporation,34.59,$1.08B,2012.0,Finance,Major Banks,https://old.nasdaq.com/symbol/nbhc,
NFG,National Fuel Gas Company,45.93,$3.96B,,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/nfg,
NGG,"National Grid Transco, PLC",58.43,$40.68B,,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/ngg,
NHI,"National Health Investors, Inc.",80.43,$3.49B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nhi,
NOV,"National Oilwell Varco, Inc.",21.62,$8.34B,,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/nov,
NPK,"National Presto Industries, Inc.",88.5,$619.06M,,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/npk,
NNN,National Retail Properties,57.02,$9.79B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nnn,
NRUC,National Rural Utilities Cooperative Finance Corporation,26.89,,2019.0,Finance,Diversified Financial Services,https://old.nasdaq.com/symbol/nruc,
SID,National Steel Company,2.71,$3.74B,,Capital Goods,Steel/Iron Ore,https://old.nasdaq.com/symbol/sid,
NSA,National Storage Affiliates Trust,32.61,$1.93B,2015.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nsa,
NGS,"Natural Gas Services Group, Inc.",11.26,$148.94M,2002.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/ngs,
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",8.83,$198.27M,2012.0,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/ngvc,
NRP,Natural Resource Partners LP,22.68,$278.08M,2002.0,Energy,Coal Mining,https://old.nasdaq.com/symbol/nrp,
NTZ,"Natuzzi, S.p.A.",1.69,$18.54M,1993.0,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/ntz,
NLS,"Nautilus Group, Inc. (The)",1.46,$43.4M,,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/nls,
NVGS,Navigator Holdings Ltd.,12.47,$696.23M,2013.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/nvgs,
NNA,Navios Maritime Acquisition Corporation,7.19,$98.71M,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/nna,
NM,Navios Maritime Holdings Inc.,4.57,$60.02M,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/nm,
NMM,Navios Maritime Partners LP,18.23,$200.23M,2007.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/nmm,
NAV,Navistar International Corporation,32.52,$3.23B,,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/nav,
NCR,NCR Corporation,33.61,$4.29B,,Miscellaneous,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/ncr,
NP,"Neenah, Inc.",72.13,$1.22B,,Basic Industries,Paper,https://old.nasdaq.com/symbol/np,
NNI,"Nelnet, Inc.",62.12,$2.47B,2003.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/nni,
NPTN,NeoPhotonics Corporation,8.36,$403.3M,2011.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/nptn,
NSCO,"Nesco Holdings, Inc.",3.54,$173.58M,2017.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/nsco,
NVRO,Nevro Corp.,104.63,$3.24B,2014.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nvro,
HYB,"New America High Income Fund, Inc. (The)",8.86,$207.05M,1988.0,,,https://old.nasdaq.com/symbol/hyb,
GF,"New Germany Fund, Inc. (The)",14.83,$240.66M,1990.0,,,https://old.nasdaq.com/symbol/gf,
NWHM,New Home Company Inc. (The),4.37,$87.82M,2014.0,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/nwhm,
IRL,"New Ireland Fund, Inc. (The)",9.13,$45.39M,1990.0,,,https://old.nasdaq.com/symbol/irl,
NMFC,New Mountain Finance Corporation,13.43,$1.3B,2011.0,,,https://old.nasdaq.com/symbol/nmfc,
EDU,"New Oriental Education & Technology Group, Inc.",122.09,$19.34B,2006.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/edu,
NEWR,"New Relic, Inc.",67.1,$3.94B,2014.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/newr,
