CIK,Company_Names,Form_Type,Date_Filed,Filename,year,quarter
1652044,Alphabet Inc.,4,2016-04-28,"edgar/data/1652044/0001127602-16-050213.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-04-29,"edgar/data/1652044/0001127602-16-050342.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-02,"edgar/data/1652044/0001127602-16-050593.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-02,"edgar/data/1652044/0001127602-16-050609.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-03,"edgar/data/1652044/0001127602-16-050937.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-04,"edgar/data/1652044/0001127602-16-051148.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-04,"edgar/data/1652044/0001127602-16-051151.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-05,"edgar/data/1652044/0001127602-16-051258.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-06,"edgar/data/1652044/0001127602-16-051422.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-09,"edgar/data/1652044/0001127602-16-051550.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-10,"edgar/data/1652044/0001127602-16-051590.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-12,"edgar/data/1652044/0001127602-16-052029.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-13,"edgar/data/1652044/0001127602-16-052212.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-16,"edgar/data/1652044/0001127602-16-052372.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-17,"edgar/data/1652044/0001127602-16-052477.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-19,"edgar/data/1652044/0001127602-16-052835.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-19,"edgar/data/1652044/0001127602-16-052860.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-20,"edgar/data/1652044/0001127602-16-053030.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-23,"edgar/data/1652044/0001127602-16-053095.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-24,"edgar/data/1652044/0001127602-16-053279.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-25,"edgar/data/1652044/0001127602-16-053459.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-26,"edgar/data/1652044/0001127602-16-053617.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-26,"edgar/data/1652044/0001127602-16-053628.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-26,"edgar/data/1652044/0001127602-16-053633.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-26,"edgar/data/1652044/0001127602-16-053637.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-26,"edgar/data/1652044/0001127602-16-053639.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-27,"edgar/data/1652044/0001127602-16-053863.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-05-31,"edgar/data/1652044/0001127602-16-053985.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-06-01,"edgar/data/1652044/0001127602-16-054292.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-06-01,"edgar/data/1652044/0001127602-16-054296.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-06-13,"edgar/data/1652044/0001127602-16-055431.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-06-15,"edgar/data/1652044/0001127602-16-055604.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-06-22,"edgar/data/1652044/0001127602-16-056031.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-06-23,"edgar/data/1652044/0001127602-16-056181.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-06-24,"edgar/data/1652044/0001127602-16-056302.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-06-27,"edgar/data/1652044/0001127602-16-056373.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-06-28,"edgar/data/1652044/0001127602-16-056432.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-06-28,"edgar/data/1652044/0001127602-16-056459.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-06-29,"edgar/data/1652044/0001127602-16-056515.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-06-29,"edgar/data/1652044/0001127602-16-056522.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-06-29,"edgar/data/1652044/0001127602-16-056526.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-06-29,"edgar/data/1652044/0001127602-16-056534.txt
",2016,QTR2
